user_id,age_group,gender,country,region,subscription_plan,monthly_fee,subscription_start_date,subscription_end_date,payment_method,discount_applied,churn_status,title,content_type,genre,language,release_year,device_type,watch_time_minutes,session_count,completion_percentage,date_watched,time_of_day,rating,liked,recommendation_source,days_since_last_watch,avg_weekly_watch_time,content_diversity_score
U103365,30,Male,USA,North America,Basic,8.99,2022-09-13,2026-02-07,Wallet,No,Active,Thriller Title 2785,Series,Thriller,Hindi,2013,TV,63,2,100,2022-10-07,Afternoon,5,Yes,Algorithm,42,243,0.53
U103366,30,Male,Nigeria,Africa,Standard,13.99,2022-09-23,2026-02-07,Card,No,Active,Romance Title 2503,Movie,Romance,Japanese,2021,Laptop,108,3,100,2022-09-25,Morning,2,No,Trending,38,242,0.72
U103367,60,Female,India,Asia,Premium,17.99,2022-01-05,2026-02-07,Wallet,No,Active,Drama Title 2202,Series,Drama,Portuguese,2005,Mobile,108,3,90,2022-01-23,Afternoon,4,Yes,Trending,25,404,0.75
U103368,50,Male,Brazil,South America,Premium,17.99,2022-09-20,2026-02-07,Bank Transfer,No,Active,Documentary Title 2891,Movie,Documentary,Japanese,2015,TV,123,4,100,2022-10-20,Night,3,No,Search,1,388,0.64
U103369,40,Male,Germany,Europe,Standard,13.99,2024-02-07,2026-02-07,Card,No,Active,Drama Title 2635,Movie,Drama,Hindi,2005,Tablet,97,3,100,2024-11-15,Morning,3,No,Friend,12,233,0.6
U103370,40,Female,Canada,North America,Premium,17.99,2022-07-04,2026-02-07,Wallet,Yes,Active,Comedy Title 1160,Movie,Comedy,Portuguese,2020,TV,163,5,100,2022-10-12,Afternoon,2,No,Algorithm,44,434,0.54
U103371,50,Male,USA,North America,Premium,17.99,2023-12-15,2026-02-07,Bank Transfer,No,Active,Animation Title 876,Series,Animation,German,2008,TV,107,3,89,2024-08-26,Afternoon,2,No,Friend,28,313,0.34
U103372,40,Male,France,Europe,Standard,13.99,2023-02-15,2026-02-07,Card,Yes,Active,Romance Title 1318,Movie,Romance,French,2002,TV,110,3,100,2023-11-04,Evening,4,Yes,Trending,31,360,0.52
U103373,60,Female,Canada,North America,Premium,17.99,2022-03-17,2026-02-07,Card,No,Active,Romance Title 1354,Movie,Romance,Yoruba,2013,Mobile,128,4,100,2022-11-14,Night,3,No,Algorithm,55,376,0.64
U103374,40,Male,France,Europe,Basic,8.99,2022-03-11,2026-02-07,Bank Transfer,Yes,Active,Comedy Title 738,Movie,Comedy,Hindi,2016,Laptop,60,2,100,2022-06-27,Morning,4,Yes,Trending,0,158,0.87
U103375,17,Male,Germany,Europe,Basic,8.99,2022-07-05,2023-04-02 00:00:00,Bank Transfer,No,Cancelled,Thriller Title 2447,Movie,Thriller,Japanese,2016,TV,60,2,100,2023-04-11,Afternoon,3,No,Search,49,166,0.68
U103376,40,Female,Germany,Europe,Basic,8.99,2024-06-03,2025-03-03 00:00:00,Bank Transfer,No,Cancelled,Romance Title 1975,Series,Romance,German,2019,Mobile,46,1,76,2024-10-20,Night,4,Yes,Ads,23,231,0.63
U103377,60,Male,France,Europe,Premium,17.99,2022-08-25,2026-02-07,Card,Yes,Active,Drama Title 495,Series,Drama,German,2014,Mobile,124,4,100,2022-11-26,Evening,2,No,Algorithm,56,337,0.95
U103378,30,Female,India,Asia,Standard,13.99,2022-11-13,2026-02-07,Wallet,No,Active,Thriller Title 2014,Series,Thriller,Hindi,2023,Laptop,105,3,100,2023-06-09,Afternoon,2,No,Ads,52,358,0.2
U103379,60,Male,Germany,Europe,Basic,8.99,2022-06-08,2023-06-19 00:00:00,Bank Transfer,Yes,Cancelled,Sci-Fi Title 2093,Movie,Sci-Fi,English,2007,Mobile,76,2,100,2022-12-30,Night,3,No,Trending,21,163,0.64
U103380,21,Male,South Africa,Africa,Premium,17.99,2024-05-22,2026-02-07,Wallet,No,Active,Sci-Fi Title 1601,Series,Sci-Fi,French,2015,Mobile,116,3,96,2024-08-22,Evening,4,Yes,Trending,1,485,0.83
U103381,30,Female,USA,North America,Standard,13.99,2023-11-02,2026-02-07,Bank Transfer,Yes,Active,Drama Title 1763,Series,Drama,German,2023,Laptop,76,2,84,2024-03-30,Evening,4,Yes,Algorithm,50,371,0.21
U103382,21,Male,USA,North America,Premium,17.99,2023-11-22,2026-02-07,Bank Transfer,No,Active,Documentary Title 1261,Movie,Documentary,Japanese,2002,Laptop,109,3,90,2024-06-02,Night,3,No,Friend,26,287,0.99
U103383,17,Female,Japan,Asia,Standard,13.99,2023-11-11,2026-02-07,Wallet,Yes,Active,Action Title 1598,Movie,Action,Portuguese,2021,Mobile,87,2,96,2024-01-13,Morning,3,No,Friend,4,316,0.8
U103384,50,Male,USA,North America,Basic,8.99,2022-08-14,2024-01-06 00:00:00,Card,Yes,Cancelled,Comedy Title 1222,Movie,Comedy,Japanese,2002,TV,62,2,100,2023-04-28,Night,4,Yes,Algorithm,10,183,0.93
U103385,50,Male,France,Europe,Basic,8.99,2022-05-18,2026-02-07,Wallet,No,Active,Action Title 2384,Series,Action,Japanese,2004,Laptop,47,1,78,2022-10-06,Morning,5,Yes,Trending,21,198,0.76
U103386,30,Female,Brazil,South America,Premium,17.99,2023-08-29,2026-02-07,Card,No,Active,Thriller Title 18,Movie,Thriller,French,2004,TV,103,3,85,2024-06-08,Evening,4,Yes,Friend,36,337,0.21
U103387,21,Male,France,Europe,Standard,13.99,2024-01-04,2026-02-07,Wallet,No,Active,Drama Title 1149,Series,Drama,Hindi,2011,TV,99,3,100,2024-01-25,Afternoon,3,No,Ads,44,330,0.93
U103388,17,Male,USA,North America,Standard,13.99,2023-05-05,2026-02-07,Card,No,Active,Animation Title 2033,Movie,Animation,Japanese,2003,TV,109,3,100,2023-09-03,Morning,4,Yes,Algorithm,35,244,0.28
U103389,30,Male,USA,North America,Basic,8.99,2022-12-29,2026-02-07,Bank Transfer,No,Active,Documentary Title 1959,Series,Documentary,French,2018,Laptop,46,1,76,2023-08-14,Morning,3,No,Algorithm,42,162,0.41
U103390,21,Male,UK,Europe,Basic,8.99,2024-02-25,2026-02-07,Bank Transfer,No,Active,Comedy Title 497,Series,Comedy,English,2012,Tablet,79,2,100,2024-06-03,Night,3,No,Friend,21,136,0.93
U103391,60,Female,USA,North America,Basic,8.99,2022-07-09,2026-02-07,Bank Transfer,No,Active,Romance Title 237,Movie,Romance,Yoruba,2018,TV,68,2,100,2022-10-19,Afternoon,3,No,Algorithm,36,156,0.24
U103392,40,Female,Germany,Europe,Standard,13.99,2022-06-03,2026-02-07,Wallet,No,Active,Animation Title 586,Series,Animation,French,2020,Tablet,89,2,98,2023-03-09,Evening,2,No,Friend,8,285,0.34
U103393,50,Male,Japan,Asia,Basic,8.99,2024-02-22,2026-02-07,Card,No,Active,Comedy Title 429,Series,Comedy,German,2006,Tablet,70,2,100,2024-10-11,Afternoon,4,Yes,Algorithm,9,176,0.57
U103394,17,Male,Nigeria,Africa,Basic,8.99,2023-12-08,2026-02-07,Card,No,Active,Comedy Title 2517,Movie,Comedy,Yoruba,2020,Mobile,61,2,100,2024-01-04,Morning,4,Yes,Trending,21,206,0.61
U103395,17,Male,Canada,North America,Premium,17.99,2024-04-07,2026-02-07,Bank Transfer,No,Active,Thriller Title 1693,Movie,Thriller,English,2017,Laptop,123,4,100,2024-05-12,Night,2,No,Friend,49,382,0.51
U103396,50,Male,USA,North America,Basic,8.99,2023-04-03,2026-02-07,Wallet,No,Active,Romance Title 1956,Series,Romance,Yoruba,2021,TV,51,1,85,2023-08-06,Morning,4,Yes,Search,29,181,0.99
U103397,60,Female,Germany,Europe,Premium,17.99,2022-08-13,2026-02-07,Wallet,No,Active,Sci-Fi Title 504,Series,Sci-Fi,German,2022,Laptop,102,3,85,2022-11-08,Evening,5,Yes,Search,14,386,0.22
U103398,17,Male,South Africa,Africa,Premium,17.99,2023-05-11,2026-02-07,Wallet,No,Active,Thriller Title 1860,Series,Thriller,German,2014,TV,107,3,89,2023-06-05,Morning,4,Yes,Algorithm,58,287,0.85
U103399,60,Female,France,Europe,Basic,8.99,2022-02-05,2026-02-07,Card,No,Active,Documentary Title 1376,Series,Documentary,Hindi,2012,TV,47,1,78,2022-09-30,Night,5,Yes,Friend,18,220,0.26
U103400,40,Male,Nigeria,Africa,Premium,17.99,2022-10-17,2026-02-07,Bank Transfer,Yes,Active,Romance Title 1060,Series,Romance,French,2010,TV,120,4,100,2023-01-03,Evening,4,Yes,Algorithm,7,367,0.22
U103401,60,Female,USA,North America,Basic,8.99,2023-04-21,2026-02-07,Card,No,Active,Drama Title 2396,Movie,Drama,Japanese,2014,Laptop,67,2,100,2023-10-15,Night,4,Yes,Search,45,209,0.4
U103402,21,Male,USA,North America,Basic,8.99,2023-11-29,2024-07-20 00:00:00,Card,No,Cancelled,Romance Title 1064,Movie,Romance,Portuguese,2021,Laptop,53,1,88,2024-07-20,Evening,3,No,Search,55,189,0.41
U103403,60,Male,Nigeria,Africa,Premium,17.99,2022-09-07,2026-02-07,Bank Transfer,Yes,Active,Animation Title 799,Series,Animation,French,2007,Laptop,136,4,100,2023-01-17,Evening,4,Yes,Friend,43,398,0.34
U103404,40,Female,India,Asia,Basic,8.99,2022-05-06,2023-02-15 00:00:00,Wallet,No,Cancelled,Drama Title 2919,Movie,Drama,English,2010,Mobile,54,1,90,2022-05-14,Evening,4,Yes,Algorithm,8,132,0.53
U103405,21,Male,Nigeria,Africa,Basic,8.99,2023-07-17,2026-02-07,Bank Transfer,Yes,Active,Comedy Title 2568,Series,Comedy,Japanese,2021,Tablet,40,1,66,2024-04-22,Afternoon,1,No,Trending,43,206,0.24
U103406,50,Female,France,Europe,Basic,8.99,2022-04-05,2026-02-07,Bank Transfer,No,Active,Animation Title 1205,Series,Animation,Japanese,2004,TV,88,2,100,2022-06-13,Night,4,Yes,Ads,5,109,0.95
U103407,30,Female,India,Asia,Standard,13.99,2023-08-24,2026-02-07,Bank Transfer,No,Active,Comedy Title 2244,Series,Comedy,English,2002,Mobile,93,3,100,2023-12-15,Afternoon,5,Yes,Algorithm,58,296,0.89
U103408,21,Female,Japan,Asia,Basic,8.99,2022-09-13,2023-01-13 00:00:00,Card,No,Cancelled,Drama Title 1734,Movie,Drama,Yoruba,2018,TV,44,1,73,2023-05-05,Night,4,Yes,Trending,45,192,0.84
U103409,30,Male,Nigeria,Africa,Basic,8.99,2022-03-06,2026-02-07,Bank Transfer,No,Active,Animation Title 1800,Series,Animation,English,2021,Laptop,80,2,100,2022-11-16,Afternoon,3,No,Algorithm,8,202,0.87
U103410,21,Female,South Africa,Africa,Basic,8.99,2022-05-27,2026-02-07,Wallet,Yes,Active,Thriller Title 705,Series,Thriller,Portuguese,2006,Mobile,53,1,88,2023-02-05,Evening,3,No,Friend,9,219,0.53
U103411,17,Male,South Africa,Africa,Standard,13.99,2023-02-01,2026-02-07,Card,Yes,Active,Action Title 1499,Movie,Action,German,2019,Mobile,92,3,100,2023-06-11,Evening,2,No,Ads,43,296,0.88
U103412,60,Female,India,Asia,Premium,17.99,2024-03-24,2026-02-07,Wallet,Yes,Active,Thriller Title 406,Series,Thriller,Portuguese,2007,Mobile,102,3,85,2024-06-03,Morning,2,No,Algorithm,53,369,0.23
U103413,60,Male,USA,North America,Basic,8.99,2022-04-13,2026-02-07,Wallet,No,Active,Comedy Title 1741,Series,Comedy,Japanese,2012,Laptop,69,2,100,2022-07-19,Evening,3,No,Search,37,120,0.46
U103414,17,Female,France,Europe,Basic,8.99,2023-10-17,2024-06-20 00:00:00,Wallet,Yes,Cancelled,Action Title 950,Movie,Action,English,2014,Mobile,71,2,100,2024-08-10,Afternoon,3,No,Friend,29,174,0.22
U103415,40,Male,UK,Europe,Premium,17.99,2022-07-24,2026-02-07,Card,No,Active,Sci-Fi Title 1466,Series,Sci-Fi,German,2015,Tablet,106,3,88,2022-11-10,Afternoon,4,Yes,Trending,55,256,0.76
U103416,60,Male,South Africa,Africa,Standard,13.99,2022-11-08,2026-02-07,Card,No,Active,Action Title 704,Movie,Action,Hindi,2012,Mobile,76,2,84,2023-02-21,Morning,4,Yes,Friend,19,302,0.47
U103417,50,Female,Brazil,South America,Basic,8.99,2022-06-11,2024-01-22 00:00:00,Card,No,Cancelled,Animation Title 1607,Movie,Animation,Hindi,2021,TV,64,2,100,2022-07-13,Afternoon,4,Yes,Algorithm,47,252,0.69
U103418,17,Male,Nigeria,Africa,Standard,13.99,2023-04-29,2026-02-07,Wallet,No,Active,Romance Title 2597,Series,Romance,French,2018,Tablet,109,3,100,2023-12-28,Morning,3,No,Friend,6,236,0.95
U103419,60,Female,France,Europe,Basic,8.99,2023-10-11,2026-02-07,Bank Transfer,No,Active,Animation Title 2499,Movie,Animation,Portuguese,2000,Laptop,45,1,75,2024-04-28,Morning,4,Yes,Algorithm,51,89,0.65
U103420,60,Male,Japan,Asia,Standard,13.99,2023-02-08,2026-02-07,Card,Yes,Active,Romance Title 208,Series,Romance,Portuguese,2015,Mobile,99,3,100,2023-09-06,Morning,3,No,Ads,0,267,0.46
U103421,40,Male,USA,North America,Standard,13.99,2022-11-20,2026-02-07,Card,No,Active,Sci-Fi Title 1833,Movie,Sci-Fi,Japanese,2011,Laptop,62,2,68,2023-02-22,Evening,3,No,Friend,17,303,0.65
U103422,17,Male,Japan,Asia,Standard,13.99,2022-03-14,2026-02-07,Card,No,Active,Action Title 1918,Movie,Action,French,2022,Laptop,106,3,100,2022-11-05,Evening,4,Yes,Search,35,284,0.53
U103423,60,Female,USA,North America,Standard,13.99,2023-12-27,2026-02-07,Bank Transfer,Yes,Active,Thriller Title 2960,Series,Thriller,German,2010,TV,80,2,88,2024-08-22,Morning,5,Yes,Search,24,286,0.27
U103424,30,Female,South Africa,Africa,Standard,13.99,2023-12-25,2026-02-07,Bank Transfer,Yes,Active,Romance Title 1119,Series,Romance,Portuguese,2019,TV,57,1,63,2024-10-06,Afternoon,3,No,Ads,4,349,0.31
U103425,17,Female,Nigeria,Africa,Standard,13.99,2023-09-02,2024-07-01 00:00:00,Wallet,No,Cancelled,Drama Title 2711,Series,Drama,Portuguese,2012,Laptop,110,3,100,2024-02-17,Night,3,No,Algorithm,46,253,0.56
U103426,40,Male,South Africa,Africa,Standard,13.99,2024-04-23,2025-02-20 00:00:00,Card,Yes,Cancelled,Animation Title 684,Series,Animation,French,2009,TV,63,2,70,2024-12-09,Night,1,No,Friend,16,370,0.37
U103427,17,Female,Germany,Europe,Standard,13.99,2022-11-20,2026-02-07,Wallet,Yes,Active,Thriller Title 2115,Movie,Thriller,French,2007,Mobile,61,2,67,2023-08-31,Night,1,No,Friend,18,318,0.92
U103428,40,Female,France,Europe,Basic,8.99,2022-09-05,2026-02-07,Bank Transfer,No,Active,Action Title 2290,Movie,Action,Portuguese,2004,Mobile,66,2,100,2023-06-20,Afternoon,3,No,Ads,34,157,0.73
U103429,17,Male,Canada,North America,Standard,13.99,2023-11-30,2025-04-02 00:00:00,Bank Transfer,Yes,Cancelled,Comedy Title 1903,Series,Comedy,Hindi,2021,Mobile,106,3,100,2024-09-03,Afternoon,2,No,Search,31,252,0.76
U103430,21,Female,Germany,Europe,Standard,13.99,2023-10-19,2026-02-07,Card,No,Active,Comedy Title 2228,Series,Comedy,English,2006,Laptop,83,2,92,2024-08-03,Evening,2,No,Algorithm,7,260,0.76
U103431,50,Male,Nigeria,Africa,Standard,13.99,2023-09-18,2026-02-07,Bank Transfer,No,Active,Animation Title 2378,Series,Animation,German,2010,Mobile,72,2,80,2024-01-03,Night,3,No,Ads,4,288,0.68
U103432,17,Male,Canada,North America,Premium,17.99,2023-10-30,2026-02-07,Card,No,Active,Animation Title 1233,Movie,Animation,Yoruba,2022,TV,137,4,100,2024-04-27,Evening,2,No,Ads,16,396,0.28
U103433,40,Male,Nigeria,Africa,Standard,13.99,2022-12-21,2024-06-02 00:00:00,Card,No,Cancelled,Sci-Fi Title 924,Series,Sci-Fi,English,2008,Mobile,92,3,100,2023-10-10,Evening,4,Yes,Algorithm,29,233,0.3
U103434,40,Male,South Africa,Africa,Basic,8.99,2023-01-21,2024-06-08 00:00:00,Wallet,No,Cancelled,Thriller Title 2609,Series,Thriller,Hindi,2023,Mobile,67,2,100,2023-09-02,Evening,3,No,Friend,12,214,0.99
U103435,17,Male,USA,North America,Premium,17.99,2022-12-05,2026-02-07,Wallet,No,Active,Drama Title 1031,Series,Drama,German,2005,Laptop,129,4,100,2023-09-28,Morning,5,Yes,Search,11,331,0.27
U103436,60,Male,India,Asia,Premium,17.99,2023-09-04,2026-02-07,Wallet,No,Active,Animation Title 2734,Series,Animation,Japanese,2003,Mobile,101,3,84,2024-02-01,Night,4,Yes,Trending,3,328,0.44
U103437,40,Male,Germany,Europe,Standard,13.99,2022-09-30,2026-02-07,Wallet,No,Active,Drama Title 1200,Movie,Drama,Hindi,2013,Mobile,98,3,100,2022-12-21,Evening,2,No,Ads,4,267,0.75
U103438,30,Male,South Africa,Africa,Standard,13.99,2022-06-27,2026-02-07,Bank Transfer,Yes,Active,Sci-Fi Title 2400,Series,Sci-Fi,Hindi,2005,Mobile,107,3,100,2022-10-20,Morning,2,No,Algorithm,59,275,0.92
U103439,60,Male,Brazil,South America,Standard,13.99,2024-04-01,2026-02-07,Bank Transfer,No,Active,Sci-Fi Title 2392,Movie,Sci-Fi,Yoruba,2008,Mobile,78,2,86,2024-08-17,Morning,4,Yes,Friend,56,275,0.49
U103440,17,Male,UK,Europe,Standard,13.99,2022-06-10,2026-02-07,Wallet,No,Active,Animation Title 2743,Movie,Animation,Hindi,2010,Laptop,76,2,84,2022-06-22,Night,3,No,Search,43,276,0.5
U103441,30,Male,South Africa,Africa,Basic,8.99,2023-11-17,2024-12-05 00:00:00,Wallet,No,Cancelled,Sci-Fi Title 1577,Movie,Sci-Fi,Japanese,2012,Mobile,59,1,98,2024-01-26,Night,3,No,Trending,44,181,0.5
U103442,17,Female,India,Asia,Basic,8.99,2022-05-01,2026-02-07,Bank Transfer,No,Active,Animation Title 1530,Movie,Animation,French,2019,TV,37,1,61,2022-06-16,Afternoon,3,No,Ads,29,149,0.25
U103443,17,Male,USA,North America,Standard,13.99,2022-03-28,2026-02-07,Wallet,Yes,Active,Romance Title 377,Series,Romance,English,2015,Tablet,81,2,90,2022-08-09,Morning,3,No,Ads,58,237,0.79
U103444,40,Female,UK,Europe,Basic,8.99,2023-10-14,2024-09-11 00:00:00,Wallet,No,Cancelled,Thriller Title 1335,Movie,Thriller,German,2002,Laptop,44,1,73,2023-10-16,Morning,3,No,Friend,41,148,0.62
U103445,17,Female,USA,North America,Basic,8.99,2022-07-16,2026-02-07,Bank Transfer,No,Active,Documentary Title 428,Series,Documentary,French,2014,Mobile,59,1,98,2022-10-03,Morning,2,No,Friend,22,160,0.79
U103446,40,Male,Brazil,South America,Basic,8.99,2024-01-19,2026-02-07,Bank Transfer,Yes,Active,Sci-Fi Title 1840,Series,Sci-Fi,French,2022,TV,87,2,100,2024-01-30,Morning,3,No,Algorithm,14,229,0.78
U103447,40,Female,India,Asia,Standard,13.99,2023-08-19,2024-03-14 00:00:00,Bank Transfer,No,Cancelled,Drama Title 2870,Series,Drama,English,2012,Mobile,85,2,94,2024-03-10,Afternoon,2,No,Friend,30,305,0.63
U103448,17,Female,Germany,Europe,Standard,13.99,2024-02-09,2026-02-07,Card,No,Active,Drama Title 2855,Series,Drama,German,2021,Mobile,97,3,100,2024-04-09,Morning,2,No,Search,40,327,0.3
U103449,40,Male,Japan,Asia,Basic,8.99,2024-02-27,2026-02-07,Wallet,No,Active,Documentary Title 431,Movie,Documentary,Yoruba,2006,Mobile,52,1,86,2024-07-25,Evening,4,Yes,Algorithm,16,145,0.89
U103450,40,Female,Japan,Asia,Basic,8.99,2022-08-06,2026-02-07,Card,No,Active,Comedy Title 1365,Series,Comedy,French,2017,Mobile,43,1,71,2022-12-18,Morning,3,No,Trending,16,191,0.97
U103451,40,Female,Canada,North America,Standard,13.99,2022-12-27,2024-06-27 00:00:00,Card,No,Cancelled,Sci-Fi Title 183,Series,Sci-Fi,English,2006,TV,78,2,86,2023-07-08,Evening,4,Yes,Ads,53,243,0.5
U103452,17,Female,Canada,North America,Basic,8.99,2023-10-01,2026-02-07,Card,No,Active,Animation Title 2879,Series,Animation,Yoruba,2008,TV,49,1,81,2024-03-16,Morning,5,Yes,Trending,36,163,0.83
U103453,17,Male,USA,North America,Standard,13.99,2022-01-07,2026-02-07,Card,Yes,Active,Documentary Title 2769,Movie,Documentary,Yoruba,2002,TV,90,3,100,2022-05-15,Evening,2,No,Search,60,284,0.76
U103454,60,Female,France,Europe,Premium,17.99,2023-12-18,2026-02-07,Card,No,Active,Drama Title 1712,Series,Drama,Hindi,2009,TV,121,4,100,2024-04-23,Afternoon,3,No,Trending,18,319,0.47
U103455,40,Male,Canada,North America,Basic,8.99,2023-12-26,2025-06-28 00:00:00,Card,Yes,Cancelled,Documentary Title 2699,Series,Documentary,Yoruba,2002,Laptop,66,2,100,2024-09-08,Night,4,Yes,Search,25,219,0.44
U103456,40,Female,USA,North America,Premium,17.99,2023-03-28,2026-02-07,Card,No,Active,Drama Title 428,Movie,Drama,Japanese,2011,Mobile,124,4,100,2023-07-25,Evening,4,Yes,Friend,15,383,0.64
U103457,50,Female,Brazil,South America,Basic,8.99,2024-03-14,2026-02-07,Card,No,Active,Sci-Fi Title 101,Series,Sci-Fi,French,2010,Tablet,67,2,100,2024-04-17,Afternoon,3,No,Ads,45,175,0.93
U103458,40,Male,India,Asia,Basic,8.99,2023-01-14,2026-02-07,Wallet,No,Active,Documentary Title 2859,Movie,Documentary,Yoruba,2020,Laptop,76,2,100,2023-05-16,Afternoon,3,No,Friend,29,188,0.74
U103459,17,Male,Germany,Europe,Standard,13.99,2022-05-13,2026-02-07,Wallet,No,Active,Animation Title 853,Series,Animation,Portuguese,2004,Tablet,81,2,90,2022-12-13,Morning,5,Yes,Ads,10,167,0.41
U103460,17,Male,USA,North America,Premium,17.99,2024-01-21,2026-02-07,Wallet,No,Active,Drama Title 918,Movie,Drama,Hindi,2004,TV,116,3,96,2024-04-11,Afternoon,4,Yes,Trending,20,354,0.88
U103461,50,Male,Japan,Asia,Standard,13.99,2022-01-04,2026-02-07,Bank Transfer,No,Active,Thriller Title 2915,Movie,Thriller,French,2000,Mobile,101,3,100,2022-06-23,Afternoon,3,No,Trending,34,246,0.47
U103462,60,Female,USA,North America,Standard,13.99,2023-04-17,2026-02-07,Wallet,No,Active,Thriller Title 122,Series,Thriller,Portuguese,2002,TV,71,2,78,2023-10-05,Morning,3,No,Algorithm,42,329,0.37
U103463,50,Female,South Africa,Africa,Basic,8.99,2024-05-09,2026-02-07,Card,No,Active,Documentary Title 2409,Series,Documentary,Japanese,2024,Tablet,49,1,81,2025-02-18,Morning,3,No,Ads,60,160,0.62
U103464,50,Male,Nigeria,Africa,Standard,13.99,2023-05-31,2026-02-07,Wallet,Yes,Active,Comedy Title 957,Movie,Comedy,Hindi,2007,Laptop,76,2,84,2023-07-13,Afternoon,2,No,Ads,57,271,0.75
U103465,17,Male,South Africa,Africa,Standard,13.99,2023-11-19,2025-05-28 00:00:00,Wallet,Yes,Cancelled,Action Title 259,Series,Action,Japanese,2021,Mobile,55,1,61,2024-07-23,Night,4,Yes,Friend,52,235,0.94
U103466,21,Male,Canada,North America,Standard,13.99,2022-01-14,2026-02-07,Wallet,No,Active,Drama Title 1958,Movie,Drama,Yoruba,2021,Laptop,92,3,100,2022-04-27,Afternoon,5,Yes,Ads,33,333,0.85
U103467,30,Male,Germany,Europe,Basic,8.99,2023-12-06,2024-11-30 00:00:00,Bank Transfer,No,Cancelled,Thriller Title 1038,Movie,Thriller,Hindi,2004,Laptop,63,2,100,2024-01-17,Afternoon,4,Yes,Algorithm,29,186,0.23
U103468,50,Female,USA,North America,Premium,17.99,2024-05-16,2026-02-07,Bank Transfer,No,Active,Sci-Fi Title 21,Series,Sci-Fi,Japanese,2008,Tablet,128,4,100,2024-08-05,Night,4,Yes,Algorithm,0,338,0.39
U103469,40,Female,Canada,North America,Standard,13.99,2022-01-22,2026-02-07,Bank Transfer,Yes,Active,Drama Title 1221,Series,Drama,German,2010,Laptop,76,2,84,2022-01-25,Night,2,No,Trending,17,240,0.21
U103470,21,Female,Nigeria,Africa,Basic,8.99,2024-05-27,2026-02-07,Wallet,Yes,Active,Romance Title 2556,Series,Romance,French,2013,Mobile,60,2,100,2025-01-22,Night,3,No,Ads,20,210,0.59
U103471,30,Male,UK,Europe,Premium,17.99,2022-09-24,2026-02-07,Bank Transfer,No,Active,Animation Title 2039,Movie,Animation,Yoruba,2006,Mobile,127,4,100,2022-12-05,Night,4,Yes,Ads,1,429,0.95
U103472,40,Male,Germany,Europe,Standard,13.99,2022-09-23,2023-08-06 00:00:00,Wallet,No,Cancelled,Romance Title 2684,Series,Romance,German,2012,TV,95,3,100,2023-01-08,Afternoon,3,No,Friend,17,244,0.81
U103473,21,Female,India,Asia,Standard,13.99,2023-04-30,2026-02-07,Bank Transfer,No,Active,Documentary Title 261,Series,Documentary,French,2015,TV,99,3,100,2023-10-28,Morning,1,No,Ads,43,269,0.72
U103474,50,Male,India,Asia,Premium,17.99,2023-07-19,2026-02-07,Card,No,Active,Animation Title 503,Movie,Animation,Japanese,2008,TV,130,4,100,2024-01-15,Night,4,Yes,Trending,29,419,0.91
U103475,40,Female,Nigeria,Africa,Basic,8.99,2022-03-06,2026-02-07,Bank Transfer,No,Active,Action Title 2897,Movie,Action,Yoruba,2017,Mobile,30,1,50,2022-09-20,Afternoon,1,No,Trending,48,181,0.41
U103476,60,Female,UK,Europe,Premium,17.99,2024-02-02,2026-02-07,Wallet,No,Active,Comedy Title 603,Movie,Comedy,Portuguese,2021,Tablet,128,4,100,2024-03-04,Night,4,Yes,Ads,37,347,0.67
U103477,40,Female,Japan,Asia,Premium,17.99,2023-01-31,2026-02-07,Bank Transfer,Yes,Active,Sci-Fi Title 1453,Series,Sci-Fi,Portuguese,2017,Tablet,83,2,69,2023-05-25,Evening,1,No,Algorithm,3,374,0.85
U103478,17,Male,Germany,Europe,Standard,13.99,2022-08-15,2026-02-07,Bank Transfer,No,Active,Sci-Fi Title 1613,Movie,Sci-Fi,Hindi,2005,Laptop,100,3,100,2022-10-10,Evening,3,No,Search,6,231,0.92
U103479,50,Female,France,Europe,Basic,8.99,2023-01-10,2026-02-07,Wallet,No,Active,Comedy Title 2161,Series,Comedy,Portuguese,2016,Laptop,50,1,83,2023-08-28,Afternoon,4,Yes,Trending,14,177,0.31
U103480,40,Female,India,Asia,Basic,8.99,2022-01-09,2026-02-07,Bank Transfer,No,Active,Action Title 551,Movie,Action,Hindi,2006,Mobile,58,1,96,2022-05-08,Evening,4,Yes,Ads,58,153,0.37
U103481,21,Female,Japan,Asia,Basic,8.99,2023-04-13,2026-02-07,Card,Yes,Active,Sci-Fi Title 2344,Movie,Sci-Fi,Hindi,2002,Mobile,30,1,50,2023-04-19,Morning,4,Yes,Trending,5,236,0.2
U103482,21,Female,South Africa,Africa,Premium,17.99,2022-12-27,2026-02-07,Wallet,No,Active,Sci-Fi Title 2653,Movie,Sci-Fi,Japanese,2022,TV,126,4,100,2023-07-26,Night,3,No,Search,38,340,0.59
U103483,50,Male,Brazil,South America,Standard,13.99,2023-03-01,2026-02-07,Card,Yes,Active,Action Title 1014,Movie,Action,French,2023,Tablet,76,2,84,2023-03-07,Morning,4,Yes,Friend,40,310,0.66
U103484,40,Female,South Africa,Africa,Basic,8.99,2023-04-30,2026-02-07,Bank Transfer,Yes,Active,Documentary Title 509,Series,Documentary,English,2010,Laptop,44,1,73,2023-08-14,Evening,3,No,Ads,52,131,0.8
